id,surahs,ayahs,ayahs-translation,clean_translation,theme,emotion,sentiment
5112,58,8,"Turnest thou not thy sight towards those who were forbidden secret counsels yet revert to that which they were forbidden (to do)? And they hold secret counsels among themselves for iniquity and hostility, and disobedience to the Messenger. And when they come to thee, they salute thee, not as Allah salutes thee, (but in crooked ways): And they say to themselves, ""Why does not Allah punish us for our words?"" Enough for them is Hell: In it will they burn, and evil is that destination!",turnest thou not thy sight towards those who were forbidden secret counsels yet revert to that which they were forbidden to do and they hold secret counsels among themselves for iniquity and hostility and disobedience to the messenger and when they come to thee they salute thee not as allah salutes thee but in crooked ways and they say to themselves why does not allah punish us for our words enough for them is hell in it will they burn and evil is that destination,"Good vs Evil (Accountability), Afterlife and Judgment, Prophets and Revelation","Hostility, Contempt, Anguish, Frustration, Distress, Humiliation, Regret, Fear, Hatred, Shame, Suffering, Remorse, Disappointment, Anger, Rage, Anxiousness, Despair, Envy, Ecstacy, Grief",Negative
5113,58,9,"O ye who believe! When ye hold secret counsel, do it not for iniquity and hostility, and disobedience to the Prophet; but do it for righteousness and self-restraint; and fear Allah, to Whom ye shall be brought back.",o ye who believe when ye hold secret counsel do it not for iniquity and hostility and disobedience to the prophet but do it for righteousness and selfrestraint and fear allah to whom ye shall be brought back,"Moral and Righteous Living, Afterlife and Judgment, Worship and Obedience, Good vs Evil (Accountability), Prophets and Revelation, Tawhid (Oneness of God)","Fear, Hostility, Trust, Courage, Grace",Negative
5114,58,10,"Secret counsels are only (inspired) by the Evil One, in order that he may cause grief to the Believers; but he cannot harm them in the least, except as Allah permits; and on Allah let the Believers put their trust.",secret counsels are only inspired by the evil one in order that he may cause grief to the believers but he cannot harm them in the least except as allah permits and on allah let the believers put their trust,,"Grief, Trust, Anguish, Distress, Contempt, Hostility, Fear, Suffering, Humiliation, Frustration, Despair, Anxiousness, Regret, Disappointment",Negative
5115,58,11,"O ye who believe! When ye are told to make room in the assemblies, (spread out and) make room: (ample) room will Allah provide for you. And when ye are told to rise up, rise up Allah will rise up, to (suitable) ranks (and degrees), those of you who believe and who have been granted (mystic) Knowledge. And Allah is well-acquainted with all ye do.",o ye who believe when ye are told to make room in the assemblies spread out and make room ample room will allah provide for you and when ye are told to rise up rise up allah will rise up to suitable ranks and degrees those of you who believe and who have been granted mystic knowledge and allah is wellacquainted with all ye do,"Worship and Obedience, Moral and Righteous Living, Justice and Social Fairness, Tawhid (Oneness of God)","Wonder, Trust, Ecstacy, Awe, Grace, Empaty, Courage, Affection",Positive
5116,58,12,"O ye who believe! When ye consult the Messenger in private, spend something in charity before your private consultation. That will be best for you, and most conducive to purity (of conduct). But if ye find not (the wherewithal), Allah is Oft-Forgiving, Most Merciful.",o ye who believe when ye consult the messenger in private spend something in charity before your private consultation that will be best for you and most conducive to purity of conduct but if ye find not the wherewithal allah is oftforgiving most merciful,"Moral and Righteous Living, Good vs Evil (Accountability)","Grace, Empaty, Affection, Trust, Awe, Distress, Remorse, Wonder, Hope",Positive
5117,58,13,"Is it that ye are afraid of spending sums in charity before your private consultation (with him)? If, then, ye do not so, and Allah forgives you, then (at least) establish regular prayer; practise regular charity; and obey Allah and His Messenger. And Allah is well-acquainted with all that ye do.",is it that ye are afraid of spending sums in charity before your private consultation with him if then ye do not so and allah forgives you then at least establish regular prayer practise regular charity and obey allah and his messenger and allah is wellacquainted with all that ye do,"Worship and Obedience, Moral and Righteous Living, Tawhid (Oneness of God)","Fear, Anxiousness, Trust, Awe, Empaty, Grace, Wonder, Distress, Ecstacy, Remorse, Regret, Hope",Positive
5118,58,14,"Turnest thou not thy attention to those who turn (in friendship) to such as have the Wrath of Allah upon them? They are neither of you nor of them, and they swear to falsehood knowingly.",turnest thou not thy attention to those who turn in friendship to such as have the wrath of allah upon them they are neither of you nor of them and they swear to falsehood knowingly,"Good vs Evil (Accountability), Moral and Righteous Living","Distress, Shame, Contempt, Anguish, Frustration, Empaty, Affection, Envy",Negative
5119,58,15,Allah has prepared for them a severe Penalty: evil indeed are their deeds.,allah has prepared for them a severe penalty evil indeed are their deeds,"Tawhid (Oneness of God), Good vs Evil (Accountability), Prophets and Revelation, Afterlife and Judgment","Anguish, Shame, Suffering, Contempt, Distress, Hatred, Hostility, Despair, Fear, Regret, Humiliation, Envy, Anger, Frustration, Rage, Remorse, Anxiousness, Grief",Negative
5120,58,16,They have made their oaths a screen (for their misdeeds): thus they obstruct (men) from the Path of Allah: therefore shall they have a humiliating Penalty.,they have made their oaths a screen for their misdeeds thus they obstruct men from the path of allah therefore shall they have a humiliating penalty,Good vs Evil (Accountability),"Humiliation, Shame, Suffering, Contempt, Hostility, Distress, Anguish, Regret",Negative
5121,58,17,"Of no profit whatever to them, against Allah, will be their riches nor their sons: they will be Companions of the Fire, to dwell therein (for aye)!",of no profit whatever to them against allah will be their riches nor their sons they will be companions of the fire to dwell therein for aye,"Afterlife and Judgment, Moral and Righteous Living, Good vs Evil (Accountability)","Disappointment, Suffering, Contempt, Hostility, Despair, Distress, Shame, Frustration, Anguish, Regret, Fear, Awe, Remorse, Humiliation, Hatred, Rage",Negative
5122,58,18,"One day will Allah raise them all up (for Judgment): then will they swear to Him as they swear to you: And they think that they have something (to stand upon). No, indeed! they are but liars!",one day will allah raise them all up for judgment then will they swear to him as they swear to you and they think that they have something to stand upon no indeed they are but liars,"Afterlife and Judgment, Good vs Evil (Accountability), Worship and Obedience, Prophets and Revelation","Shame, Contempt, Distress, Hostility, Fear, Awe, Anguish, Suffering, Frustration, Rage, Remorse, Anxiousness",Negative
5123,58,19,"The Evil One has got the better of them: so he has made them lose the remembrance of Allah. They are the Party of the Evil One. Truly, it is the Party of the Evil One that will perish!",the evil one has got the better of them so he has made them lose the remembrance of allah they are the party of the evil one truly it is the party of the evil one that will perish,"Tawhid (Oneness of God), Moral and Righteous Living, Good vs Evil (Accountability)","Shame, Distress, Despair, Humiliation, Suffering, Contempt, Anguish, Hostility, Fear, Frustration, Regret, Remorse, Awe, Envy, Hatred, Disappointment",Negative
5124,58,20,Those who resist Allah and His Messenger will be among those most humiliated.,those who resist allah and his messenger will be among those most humiliated,"Prophets and Revelation, Tawhid (Oneness of God), Good vs Evil (Accountability), Worship and Obedience","Humiliation, Shame, Anguish, Suffering, Hostility, Distress, Contempt, Frustration, Fear, Disappointment, Regret, Remorse",Negative
5125,58,21,"Allah has decreed: ""It is I and My messengers who must prevail"": For Allah is One full of strength, able to enforce His Will.",allah has decreed it is i and my messengers who must prevail for allah is one full of strength able to enforce his will,"Tawhid (Oneness of God), Worship and Obedience, Prophets and Revelation, Moral and Righteous Living, Justice and Social Fairness, Good vs Evil (Accountability)","Awe, Trust, Courage, Ecstacy, Distress",Positive
5126,58,22,"Thou wilt not find any people who believe in Allah and the Last Day, loving those who resist Allah and His Messenger, even though they were their fathers or their sons, or their brothers, or their kindred. For such He has written Faith in their hearts, and strengthened them with a spirit from Himself. And He will admit them to Gardens beneath which Rivers flow, to dwell therein (for ever). Allah will be well pleased with them, and they with Him. They are the Party of Allah. Truly it is the Party of Allah that will achieve Felicity.",thou wilt not find any people who believe in allah and the last day loving those who resist allah and his messenger even though they were their fathers or their sons or their brothers or their kindred for such he has written faith in their hearts and strengthened them with a spirit from himself and he will admit them to gardens beneath which rivers flow to dwell therein for ever allah will be well pleased with them and they with him they are the party of allah truly it is the party of allah that will achieve felicity,"Worship and Obedience, Moral and Righteous Living, Tawhid (Oneness of God), Creation and Signs, Justice and Social Fairness, Afterlife and Judgment","Affection, Hostility, Trust, Courage, Happiness, Pleasure, Love, Ecstacy, Awe, Joy, Gratitude, Grace, Wonder, Contentment, Empaty, Anxiousness, Pride, Desire, Hope, Contempt, Distress, Hatred",Positive
